0.197;0.00197000
0.269;0.00071000
0.321;0.00051000
0.375;0.00053000
0.422;0.00047000
0.458;0.00036000
0.511;0.00053000
0.566;0.00055000
0.6;0.00034000
0.649;0.00049000
0.683;0.00034000
0.717;0.00034000
0.759;0.00042000
0.811;0.00052000
0.866;0.00055000
0.928;0.00062000
0.962;0.00034000
0.996;0.00034000
1.03;0.00033000
1.064;0.00034000
1.124;0.00060000
1.158;0.00034000
1.192;0.00034000
1.226;0.00034000
1.26;0.00034000
1.294;0.00034000
1.337;0.00043000
1.388;0.00051000
1.477;0.00089000
1.511;0.00034000
1.546;0.00035000
1.581;0.00035000
1.615;0.00034000
1.65;0.00035000
1.684;0.00034000
1.719;0.00034000
1.753;0.00034000
2.579;0.00825000
2.614;0.00034000
2.648;0.00034000
2.683;0.00034000
2.717;0.00034000
2.752;0.00035000
2.786;0.00034000
2.821;0.00035000
2.857;0.00036000
2.896;0.00038000
2.95;0.00054000
3.003;0.00053000
3.055;0.00052000
3.154;0.00099000
3.189;0.00034000
3.223;0.00034000
3.258;0.00034000
3.293;0.00035000
3.327;0.00034000
3.361;0.00034000
3.396;0.00035000
3.43;0.00034000
3.464;0.00034000
3.499;0.00035000
3.533;0.00034000
3.568;0.00035000
4.303;0.00734000
4.337;0.00034000
4.371;0.00034000
4.405;0.00034000
4.44;0.00035000
4.474;0.00034000
4.508;0.00034000
4.543;0.00035000
4.577;0.00034000
4.612;0.00034000
4.647;0.00035000
4.737;0.00090000
4.772;0.00035000
4.806;0.00034000
4.84;0.00034000
4.876;0.00036000
4.911;0.00035000
4.945;0.00034000
4.979;0.00034000
5.013;0.00034000
5.047;0.00034000
5.082;0.00035000
5.116;0.00034000
5.191;0.00075000
5.225;0.00034000
5.26;0.00035000
5.294;0.00034000
5.328;0.00034000
5.362;0.00034000
5.396;0.00034000
5.43;0.00034000
5.464;0.00034000
5.499;0.00034000
5.533;0.00034000
5.638;0.00105000
5.675;0.00037000
5.709;0.00034000
5.744;0.00034000
5.778;0.00034000
5.813;0.00035000
5.848;0.00035000
5.882;0.00034000
5.917;0.00034000
5.951;0.00034000
5.986;0.00035000
6.02;0.00034000
6.093;0.00073000
6.127;0.00034000
6.161;0.00034000
6.196;0.00035000
6.229;0.00033000
6.263;0.00034000
6.298;0.00034000
6.332;0.00034000
6.366;0.00034000
6.4;0.00034000
6.435;0.00035000
7.751;0.01316000
7.785;0.00034000
7.82;0.00035000
7.855;0.00035000
7.889;0.00034000
7.923;0.00034000
7.958;0.00034000
7.994;0.00035000
8.028;0.00034000
8.062;0.00034000
8.097;0.00035000
8.22;0.00123000
8.254;0.00034000
8.288;0.00034000
8.322;0.00034000
8.356;0.00034000
8.389;0.00033000
8.424;0.00034000
8.458;0.00034000
8.492;0.00034000
8.526;0.00034000
8.602;0.00076000
8.636;0.00034000
8.67;0.00034000
8.705;0.00034000
8.738;0.00033000
8.773;0.00034000
8.807;0.00034000
8.842;0.00035000
8.878;0.00036000
8.912;0.00034000
8.946;0.00034000
9.033;0.00087000
9.067;0.00033000
9.101;0.00034000
9.135;0.00033000
9.17;0.00034000
9.204;0.00034000
9.238;0.00034000
9.272;0.00034000
9.307;0.00034000
9.341;0.00034000
9.446;0.00105000
9.48;0.00034000
9.514;0.00034000
9.549;0.00035000
9.583;0.00034000
9.617;0.00034000
9.651;0.00034000
9.685;0.00034000
9.719;0.00034000
9.809;0.00090000
9.845;0.00036000
9.879;0.00033000
9.913;0.00033000
9.947;0.00033000
9.981;0.00034000
10.015;0.00033000
10.049;0.00033000
10.085;0.00035000
10.183;0.00098000
10.216;0.00033000
10.25;0.00033000
10.284;0.00034000
10.318;0.00034000
10.351;0.00033000
10.385;0.00033000
10.419;0.00034000
10.453;0.00034000
10.57;0.00117000
10.604;0.00033000
10.639;0.00034000
10.673;0.00034000
10.707;0.00034000
10.74;0.00033000
10.774;0.00033000
13.46;0.02685000
13.497;0.00037000
13.535;0.00037000
13.572;0.00037000
13.61;0.00038000
13.648;0.00038000
13.685;0.00037000
13.826;0.00141000
13.861;0.00035000
13.895;0.00034000
13.928;0.00033000
13.962;0.00033000
13.997;0.00034000
14.031;0.00034000
14.115;0.00084000
14.149;0.00034000
14.182;0.00033000
14.216;0.00033000
14.25;0.00034000
14.284;0.00034000
14.377;0.00093000
14.411;0.00034000
14.445;0.00034000
14.479;0.00034000
14.513;0.00034000
14.547;0.00034000
14.582;0.00035000
14.616;0.00034000
14.719;0.00103000
14.752;0.00033000
14.787;0.00034000
14.821;0.00034000
14.857;0.00036000
14.891;0.00034000
14.925;0.00034000
15.032;0.00107000
15.066;0.00034000
15.1;0.00034000
15.134;0.00034000
15.168;0.00034000
15.202;0.00034000
15.313;0.00111000
15.347;0.00033000
15.382;0.00034000
15.416;0.00034000
15.45;0.00034000
15.484;0.00034000
15.604;0.00120000
15.638;0.00034000
15.672;0.00034000
15.706;0.00034000
15.74;0.00034000
15.881;0.00141000
15.915;0.00034000
15.949;0.00034000
